Year,County,PSI,PSIDescription,Count,Population,ObsRate
2011,San Joaquin,26,Transfusion Reaction,3 ," 495,680 ",0.61
2012,San Joaquin,26,Transfusion Reaction,1 ," 482,094 ",0.21
2013,San Joaquin,26,Transfusion Reaction,2 ," 486,694 ",0.41
2014,San Joaquin,26,Transfusion Reaction,1 ," 510,294 ",0.20
2015,San Joaquin,26,Transfusion Reaction,0 ," 370,942 ",0.00
2005,San Luis Obispo,26,Transfusion Reaction,0 ," 203,693 ",0.00
2006,San Luis Obispo,26,Transfusion Reaction,0 ," 205,958 ",0.00
2007,San Luis Obispo,26,Transfusion Reaction,0 ," 208,250 ",0.00
2008,San Luis Obispo,26,Transfusion Reaction,1 ," 211,458 ",0.47
2009,San Luis Obispo,26,Transfusion Reaction,0 ," 213,363 ",0.00
2010,San Luis Obispo,26,Transfusion Reaction,0 ," 215,558 ",0.00
2011,San Luis Obispo,26,Transfusion Reaction,0 ," 216,909 ",0.00
2012,San Luis Obispo,26,Transfusion Reaction,1 ," 212,867 ",0.47
2013,San Luis Obispo,26,Transfusion Reaction,0 ," 214,971 ",0.00
2014,San Luis Obispo,26,Transfusion Reaction,0 ," 220,837 ",0.00
2015,San Luis Obispo,26,Transfusion Reaction,0 ," 162,048 ",0.00
2005,San Mateo,26,Transfusion Reaction,0 ," 535,835 ",0.00
2006,San Mateo,26,Transfusion Reaction,0 ," 536,688 ",0.00
2007,San Mateo,26,Transfusion Reaction,0 ," 540,450 ",0.00
2008,San Mateo,26,Transfusion Reaction,2 ," 548,332 ",0.36
2009,San Mateo,26,Transfusion Reaction,0 ," 556,343 ",0.00
2010,San Mateo,26,Transfusion Reaction,0 ," 561,671 ",0.00
2011,San Mateo,26,Transfusion Reaction,2 ," 567,914 ",0.35
2012,San Mateo,26,Transfusion Reaction,0 ," 563,760 ",0.00
2013,San Mateo,26,Transfusion Reaction,0 ," 572,187 ",0.00
2014,San Mateo,26,Transfusion Reaction,0 ," 567,038 ",0.00
2015,San Mateo,26,Transfusion Reaction,0 ," 438,734 ",0.00
2005,Santa Barbara,26,Transfusion Reaction,0 ," 306,606 ",0.00
2006,Santa Barbara,26,Transfusion Reaction,2 ," 307,420 ",0.65
2007,Santa Barbara,26,Transfusion Reaction,0 ," 310,281 ",0.00
2008,Santa Barbara,26,Transfusion Reaction,0 ," 314,006 ",0.00
2009,Santa Barbara,26,Transfusion Reaction,0 ," 317,734 ",0.00
2010,Santa Barbara,26,Transfusion Reaction,0 ," 321,346 ",0.00
2011,Santa Barbara,26,Transfusion Reaction,0 ," 323,344 ",0.00
2012,Santa Barbara,26,Transfusion Reaction,0 ," 314,909 ",0.00
2013,Santa Barbara,26,Transfusion Reaction,0 ," 319,459 ",0.00
2014,Santa Barbara,26,Transfusion Reaction,2 ," 324,453 ",0.62
2015,Santa Barbara,26,Transfusion Reaction,0 ," 241,070 ",0.00
2005,Santa Clara,26,Transfusion Reaction,0 ," 1,267,009 ",0.00
2006,Santa Clara,26,Transfusion Reaction,1 ," 1,280,352 ",0.08
2007,Santa Clara,26,Transfusion Reaction,2 ," 1,297,418 ",0.15
2008,Santa Clara,26,Transfusion Reaction,0 ," 1,319,407 ",0.00
2009,Santa Clara,26,Transfusion Reaction,2 ," 1,339,490 ",0.15
2010,Santa Clara,26,Transfusion Reaction,0 ," 1,357,407 ",0.00
2011,Santa Clara,26,Transfusion Reaction,0 ," 1,377,352 ",0.00
2012,Santa Clara,26,Transfusion Reaction,1 ," 1,358,776 ",0.07
2013,Santa Clara,26,Transfusion Reaction,0 ," 1,383,328 ",0.00
2014,Santa Clara,26,Transfusion Reaction,0 ," 1,385,342 ",0.00
2015,Santa Clara,26,Transfusion Reaction,1 ," 1,063,381 ",0.09
2005,Santa Cruz,26,Transfusion Reaction,0 ," 193,146 ",0.00
2006,Santa Cruz,26,Transfusion Reaction,0 ," 193,902 ",0.00
2007,Santa Cruz,26,Transfusion Reaction,0 ," 195,548 ",0.00
2008,Santa Cruz,26,Transfusion Reaction,0 ," 198,374 ",0.00
2009,Santa Cruz,26,Transfusion Reaction,0 ," 201,450 ",0.00
2010,Santa Cruz,26,Transfusion Reaction,0 ," 204,227 ",0.00
2011,Santa Cruz,26,Transfusion Reaction,0 ," 205,429 ",0.00
2012,Santa Cruz,26,Transfusion Reaction,0 ," 200,670 ",0.00
2013,Santa Cruz,26,Transfusion Reaction,0 ," 203,323 ",0.00
2014,Santa Cruz,26,Transfusion Reaction,0 ," 204,815 ",0.00
2015,Santa Cruz,26,Transfusion Reaction,0 ," 153,534 ",0.00
2005,Shasta,26,Transfusion Reaction,0 ," 133,597 ",0.00
2006,Shasta,26,Transfusion Reaction,0 ," 134,702 ",0.00
2007,Shasta,26,Transfusion Reaction,0 ," 135,409 ",0.00
2008,Shasta,26,Transfusion Reaction,0 ," 136,355 ",0.00
2009,Shasta,26,Transfusion Reaction,0 ," 137,066 ",0.00
2010,Shasta,26,Transfusion Reaction,0 ," 137,755 ",0.00
2011,Shasta,26,Transfusion Reaction,0 ," 138,865 ",0.00
2012,Shasta,26,Transfusion Reaction,0 ," 137,373 ",0.00
2013,Shasta,26,Transfusion Reaction,0 ," 138,135 ",0.00
2014,Shasta,26,Transfusion Reaction,0 ," 142,262 ",0.00
2015,Shasta,26,Transfusion Reaction,0 ," 104,057 ",0.00
2005,Sierra,26,Transfusion Reaction,0 ," 2,724 ",0.00
2006,Sierra,26,Transfusion Reaction,0 ," 2,774 ",0.00
2007,Sierra,26,Transfusion Reaction,0 ," 2,756 ",0.00
2008,Sierra,26,Transfusion Reaction,0 ," 2,742 ",0.00
2009,Sierra,26,Transfusion Reaction,0 ," 2,687 ",0.00
2010,Sierra,26,Transfusion Reaction,0 ," 2,692 ",0.00
2011,Sierra,26,Transfusion Reaction,0 ," 2,613 ",0.00
2012,Sierra,26,Transfusion Reaction,0 ," 4,609 ",0.00
2013,Sierra,26,Transfusion Reaction,0 ," 4,566 ",0.00
2014,Sierra,26,Transfusion Reaction,0 ," 3,692 ",0.00
2015,Sierra,26,Transfusion Reaction,0 ," 4,137 ",0.00
2005,Siskiyou,26,Transfusion Reaction,1 ," 35,143 ",2.85
2006,Siskiyou,26,Transfusion Reaction,0 ," 35,080 ",0.00
2007,Siskiyou,26,Transfusion Reaction,0 ," 35,195 ",0.00
2008,Siskiyou,26,Transfusion Reaction,0 ," 35,541 ",0.00
2009,Siskiyou,26,Transfusion Reaction,0 ," 35,511 ",0.00
2010,Siskiyou,26,Transfusion Reaction,0 ," 35,719 ",0.00
2011,Siskiyou,26,Transfusion Reaction,0 ," 35,459 ",0.00
2012,Siskiyou,26,Transfusion Reaction,0 ," 36,324 ",0.00
2013,Siskiyou,26,Transfusion Reaction,0 ," 36,015 ",0.00
2014,Siskiyou,26,Transfusion Reaction,0 ," 36,411 ",0.00
2015,Siskiyou,26,Transfusion Reaction,0 ," 27,121 ",0.00
2005,Solano,26,Transfusion Reaction,2 ," 301,678 ",0.66
2006,Solano,26,Transfusion Reaction,1 ," 303,214 ",0.33
2007,Solano,26,Transfusion Reaction,1 ," 304,287 ",0.33
2008,Solano,26,Transfusion Reaction,0 ," 306,167 ",0.00
2009,Solano,26,Transfusion Reaction,0 ," 308,635 ",0.00
2010,Solano,26,Transfusion Reaction,0 ," 313,165 ",0.00
2011,Solano,26,Transfusion Reaction,0 ," 316,734 ",0.00
2012,Solano,26,Transfusion Reaction,0 ," 312,400 ",0.00
2013,Solano,26,Transfusion Reaction,0 ," 317,212 ",0.00
2014,Solano,26,Transfusion Reaction,0 ," 320,144 ",0.00
2015,Solano,26,Transfusion Reaction,0 ," 242,676 ",0.00
2005,Sonoma,26,Transfusion Reaction,1 ," 358,116 ",0.28
2006,Sonoma,26,Transfusion Reaction,0 ," 358,614 ",0.00
2007,Sonoma,26,Transfusion Reaction,1 ," 361,223 ",0.28
2008,Sonoma,26,Transfusion Reaction,0 ," 366,471 ",0.00
2009,Sonoma,26,Transfusion Reaction,0 ," 372,373 ",0.00
2010,Sonoma,26,Transfusion Reaction,0 ," 377,723 ",0.00
2011,Sonoma,26,Transfusion Reaction,0 ," 381,767 ",0.00
2012,Sonoma,26,Transfusion Reaction,0 ," 375,444 ",0.00
2013,Sonoma,26,Transfusion Reaction,0 ," 380,676 ",0.00
2014,Sonoma,26,Transfusion Reaction,0 ," 383,621 ",0.00
2015,Sonoma,26,Transfusion Reaction,0 ," 289,219 ",0.00
2005,Stanislaus,26,Transfusion Reaction,0 ," 351,584 ",0.00
2006,Stanislaus,26,Transfusion Reaction,0 ," 355,891 ",0.00
2007,Stanislaus,26,Transfusion Reaction,0 ," 358,840 ",0.00
2008,Stanislaus,26,Transfusion Reaction,0 ," 360,777 ",0.00
2009,Stanislaus,26,Transfusion Reaction,0 ," 363,949 ",0.00
2010,Stanislaus,26,Transfusion Reaction,0 ," 368,478 ",0.00
2011,Stanislaus,26,Transfusion Reaction,0 ," 372,845 ",0.00
2012,Stanislaus,26,Transfusion Reaction,0 ," 362,639 ",0.00
2013,Stanislaus,26,Transfusion Reaction,2 ," 367,108 ",0.54
2014,Stanislaus,26,Transfusion Reaction,0 ," 381,811 ",0.00
2015,Stanislaus,26,Transfusion Reaction,0 ," 278,069 ",0.00
2005,Sutter,26,Transfusion Reaction,0 ," 64,008 ",0.00
2006,Sutter,26,Transfusion Reaction,0 ," 65,772 ",0.00
2007,Sutter,26,Transfusion Reaction,0 ," 67,100 ",0.00
2008,Sutter,26,Transfusion Reaction,0 ," 67,885 ",0.00
2009,Sutter,26,Transfusion Reaction,0 ," 68,389 ",0.00
2010,Sutter,26,Transfusion Reaction,0 ," 68,807 ",0.00
2011,Sutter,26,Transfusion Reaction,0 ," 69,305 ",0.00
2012,Sutter,26,Transfusion Reaction,0 ," 68,806 ",0.00
2013,Sutter,26,Transfusion Reaction,0 ," 69,609 ",0.00
2014,Sutter,26,Transfusion Reaction,0 ," 72,717 ",0.00
2015,Sutter,26,Transfusion Reaction,0 ," 52,739 ",0.00
2005,Tehama,26,Transfusion Reaction,0 ," 44,895 ",0.00
2006,Tehama,26,Transfusion Reaction,0 ," 45,563 ",0.00
2007,Tehama,26,Transfusion Reaction,0 ," 46,078 ",0.00
2008,Tehama,26,Transfusion Reaction,0 ," 46,523 ",0.00
2009,Tehama,26,Transfusion Reaction,0 ," 46,816 ",0.00
2010,Tehama,26,Transfusion Reaction,0 ," 47,599 ",0.00
2011,Tehama,26,Transfusion Reaction,0 ," 47,875 ",0.00
2012,Tehama,26,Transfusion Reaction,0 ," 48,301 ",0.00
2013,Tehama,26,Transfusion Reaction,0 ," 48,413 ",0.00
2014,Tehama,26,Transfusion Reaction,0 ," 49,807 ",0.00
2015,Tehama,26,Transfusion Reaction,0 ," 36,662 ",0.00
2005,Trinity,26,Transfusion Reaction,0 ," 10,730 ",0.00
2006,Trinity,26,Transfusion Reaction,0 ," 10,964 ",0.00
2007,Trinity,26,Transfusion Reaction,0 ," 11,018 ",0.00
2008,Trinity,26,Transfusion Reaction,0 ," 11,094 ",0.00
2009,Trinity,26,Transfusion Reaction,0 ," 11,212 ",0.00
2010,Trinity,26,Transfusion Reaction,0 ," 11,321 ",0.00
2011,Trinity,26,Transfusion Reaction,0 ," 11,284 ",0.00
2012,Trinity,26,Transfusion Reaction,0 ," 13,009 ",0.00
2013,Trinity,26,Transfusion Reaction,0 ," 12,954 ",0.00
2014,Trinity,26,Transfusion Reaction,0 ," 12,540 ",0.00
2015,Trinity,26,Transfusion Reaction,0 ," 10,219 ",0.00
2005,Tulare,26,Transfusion Reaction,1 ," 274,190 ",0.36
2006,Tulare,26,Transfusion Reaction,1 ," 279,155 ",0.36
2007,Tulare,26,Transfusion Reaction,0 ," 284,348 ",0.00
2008,Tulare,26,Transfusion Reaction,0 ," 289,358 ",0.00
2009,Tulare,26,Transfusion Reaction,0 ," 294,800 ",0.00
2010,Tulare,26,Transfusion Reaction,0 ," 299,782 ",0.00
2011,Tulare,26,Transfusion Reaction,0 ," 304,563 ",0.00
2012,Tulare,26,Transfusion Reaction,0 ," 294,333 ",0.00
2013,Tulare,26,Transfusion Reaction,0 ," 297,733 ",0.00
2014,Tulare,26,Transfusion Reaction,0 ," 312,899 ",0.00
2015,Tulare,26,Transfusion Reaction,0 ," 224,331 ",0.00
2005,Tuolumne,26,Transfusion Reaction,0 ," 46,037 ",0.00
2006,Tuolumne,26,Transfusion Reaction,0 ," 46,178 ",0.00
2007,Tuolumne,26,Transfusion Reaction,0 ," 46,095 ",0.00
2008,Tuolumne,26,Transfusion Reaction,0 ," 46,161 ",0.00
2009,Tuolumne,26,Transfusion Reaction,0 ," 45,938 ",0.00
2010,Tuolumne,26,Transfusion Reaction,0 ," 45,625 ",0.00
2011,Tuolumne,26,Transfusion Reaction,0 ," 45,626 ",0.00
2012,Tuolumne,26,Transfusion Reaction,0 ," 45,848 ",0.00
2013,Tuolumne,26,Transfusion Reaction,0 ," 45,813 ",0.00
2014,Tuolumne,26,Transfusion Reaction,0 ," 46,483 ",0.00
2015,Tuolumne,26,Transfusion Reaction,0 ," 34,447 ",0.00
2005,Ventura,26,Transfusion Reaction,2 ," 579,683 ",0.35
2006,Ventura,26,Transfusion Reaction,0 ," 584,984 ",0.00
2007,Ventura,26,Transfusion Reaction,0 ," 588,179 ",0.00
2008,Ventura,26,Transfusion Reaction,1 ," 594,902 ",0.17
2009,Ventura,26,Transfusion Reaction,1 ," 603,759 ",0.17
2010,Ventura,26,Transfusion Reaction,0 ," 613,523 ",0.00
2011,Ventura,26,Transfusion Reaction,1 ," 621,646 ",0.16
2012,Ventura,26,Transfusion Reaction,0 ," 604,609 ",0.00
2013,Ventura,26,Transfusion Reaction,0 ," 611,966 ",0.00
2014,Ventura,26,Transfusion Reaction,1 ," 627,517 ",0.16
2015,Ventura,26,Transfusion Reaction,0 ," 462,309 ",0.00
2005,Yolo,26,Transfusion Reaction,0 ," 138,697 ",0.00
2006,Yolo,26,Transfusion Reaction,0 ," 141,734 ",0.00
2007,Yolo,26,Transfusion Reaction,0 ," 145,666 ",0.00
2008,Yolo,26,Transfusion Reaction,0 ," 148,222 ",0.00
2009,Yolo,26,Transfusion Reaction,0 ," 150,584 ",0.00
2010,Yolo,26,Transfusion Reaction,0 ," 152,061 ",0.00
2011,Yolo,26,Transfusion Reaction,0 ," 153,893 ",0.00
2012,Yolo,26,Transfusion Reaction,0 ," 150,107 ",0.00
2013,Yolo,26,Transfusion Reaction,0 ," 151,676 ",0.00
2014,Yolo,26,Transfusion Reaction,0 ," 158,797 ",0.00
2015,Yolo,26,Transfusion Reaction,0 ," 115,361 ",0.00
2005,Yuba,26,Transfusion Reaction,0 ," 46,675 ",0.00
2006,Yuba,26,Transfusion Reaction,0 ," 48,823 ",0.00
2007,Yuba,26,Transfusion Reaction,0 ," 49,805 ",0.00
2008,Yuba,26,Transfusion Reaction,0 ," 50,676 ",0.00
2009,Yuba,26,Transfusion Reaction,0 ," 50,775 ",0.00
2010,Yuba,26,Transfusion Reaction,0 ," 51,396 ",0.00
2011,Yuba,26,Transfusion Reaction,0 ," 51,791 ",0.00
2012,Yuba,26,Transfusion Reaction,0 ," 52,301 ",0.00
2013,Yuba,26,Transfusion Reaction,0 ," 52,770 ",0.00
2014,Yuba,26,Transfusion Reaction,0 ," 54,942 ",0.00
2015,Yuba,26,Transfusion Reaction,0 ," 40,517 ",0.00
2005,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"9,091 "," 26,447,738 ",34.37
2006,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"9,102 "," 26,679,905 ",34.12
2007,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"8,882 "," 26,935,981 ",32.97
2008,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"9,100 "," 27,272,108 ",33.37
2009,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"8,779 "," 27,630,961 ",31.77
2010,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"8,544 "," 28,000,782 ",30.51
2011,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"8,208 "," 28,396,854 ",28.90
2012,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"7,802 "," 27,818,704 ",28.05
2013,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"7,115 "," 28,195,720 ",25.23
2014,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"6,821 "," 28,842,368 ",23.65
2015,STATEWIDE,27,Perioperative Hemorrhage or Hematoma,"4,656 "," 21,475,301 ",21.68
2005,Alameda,27,Perioperative Hemorrhage or Hematoma,357 ," 1,102,068 ",32.39
2006,Alameda,27,Perioperative Hemorrhage or Hematoma,367 ," 1,106,823 ",33.16
2007,Alameda,27,Perioperative Hemorrhage or Hematoma,372 ," 1,117,973 ",33.27
2008,Alameda,27,Perioperative Hemorrhage or Hematoma,337 ," 1,136,417 ",29.65
2009,Alameda,27,Perioperative Hemorrhage or Hematoma,338 ," 1,155,287 ",29.26
2010,Alameda,27,Perioperative Hemorrhage or Hematoma,311 ," 1,169,910 ",26.58
2011,Alameda,27,Perioperative Hemorrhage or Hematoma,347 ," 1,186,810 ",29.24
2012,Alameda,27,Perioperative Hemorrhage or Hematoma,364 ," 1,173,980 ",31.01
2013,Alameda,27,Perioperative Hemorrhage or Hematoma,295 ," 1,197,759 ",24.63
2014,Alameda,27,Perioperative Hemorrhage or Hematoma,319 ," 1,192,027 ",26.76
2015,Alameda,27,Perioperative Hemorrhage or Hematoma,174 ," 923,607 ",18.84
2005,Alpine,27,Perioperative Hemorrhage or Hematoma,0 , 979 ,0.00
2006,Alpine,27,Perioperative Hemorrhage or Hematoma,1 ," 1,001 ",99.90
2007,Alpine,27,Perioperative Hemorrhage or Hematoma,0 ," 1,009 ",0.00
2008,Alpine,27,Perioperative Hemorrhage or Hematoma,0 , 957 ,0.00
2009,Alpine,27,Perioperative Hemorrhage or Hematoma,0 , 947 ,0.00
2010,Alpine,27,Perioperative Hemorrhage or Hematoma,0 , 895 ,0.00
2011,Alpine,27,Perioperative Hemorrhage or Hematoma,0 , 888 ,0.00
2012,Alpine,27,Perioperative Hemorrhage or Hematoma,0 ," 2,975 ",0.00
2013,Alpine,27,Perioperative Hemorrhage or Hematoma,0 ," 2,967 ",0.00
2014,Alpine,27,Perioperative Hemorrhage or Hematoma,0 ," 2,018 ",0.00
2015,Alpine,27,Perioperative Hemorrhage or Hematoma,0 ," 3,000 ",0.00
2005,Amador,27,Perioperative Hemorrhage or Hematoma,12 ," 31,101 ",38.58
2006,Amador,27,Perioperative Hemorrhage or Hematoma,11 ," 31,460 ",34.97
2007,Amador,27,Perioperative Hemorrhage or Hematoma,14 ," 31,883 ",43.91
2008,Amador,27,Perioperative Hemorrhage or Hematoma,21 ," 31,619 ",66.42
2009,Amador,27,Perioperative Hemorrhage or Hematoma,25 ," 31,769 ",78.69
2010,Amador,27,Perioperative Hemorrhage or Hematoma,15 ," 31,720 ",47.29
2011,Amador,27,Perioperative Hemorrhage or Hematoma,9 ," 31,760 ",28.34
2012,Amador,27,Perioperative Hemorrhage or Hematoma,11 ," 32,614 ",33.73
2013,Amador,27,Perioperative Hemorrhage or Hematoma,12 ," 32,252 ",37.21
2014,Amador,27,Perioperative Hemorrhage or Hematoma,16 ," 33,224 ",48.16
2015,Amador,27,Perioperative Hemorrhage or Hematoma,13 ," 24,635 ",52.77
2005,Butte,27,Perioperative Hemorrhage or Hematoma,75 ," 165,310 ",45.37
2006,Butte,27,Perioperative Hemorrhage or Hematoma,71 ," 167,351 ",42.43
2007,Butte,27,Perioperative Hemorrhage or Hematoma,76 ," 168,208 ",45.18
2008,Butte,27,Perioperative Hemorrhage or Hematoma,57 ," 169,793 ",33.57
2009,Butte,27,Perioperative Hemorrhage or Hematoma,64 ," 170,726 ",37.49
2010,Butte,27,Perioperative Hemorrhage or Hematoma,66 ," 171,576 ",38.47
2011,Butte,27,Perioperative Hemorrhage or Hematoma,71 ," 172,643 ",41.13
2012,Butte,27,Perioperative Hemorrhage or Hematoma,66 ," 169,573 ",38.92
2013,Butte,27,Perioperative Hemorrhage or Hematoma,70 ," 170,817 ",40.98
2014,Butte,27,Perioperative Hemorrhage or Hematoma,58 ," 175,975 ",32.96
2015,Butte,27,Perioperative Hemorrhage or Hematoma,43 ," 128,928 ",33.35
2005,Calaveras,27,Perioperative Hemorrhage or Hematoma,23 ," 35,913 ",64.04
2006,Calaveras,27,Perioperative Hemorrhage or Hematoma,14 ," 36,599 ",38.25
2007,Calaveras,27,Perioperative Hemorrhage or Hematoma,19 ," 36,944 ",51.43
2008,Calaveras,27,Perioperative Hemorrhage or Hematoma,11 ," 37,092 ",29.66
2009,Calaveras,27,Perioperative Hemorrhage or Hematoma,13 ," 36,875 ",35.25
2010,Calaveras,27,Perioperative Hemorrhage or Hematoma,16 ," 36,801 ",43.48
2011,Calaveras,27,Perioperative Hemorrhage or Hematoma,26 ," 36,652 ",70.94
2012,Calaveras,27,Perioperative Hemorrhage or Hematoma,17 ," 37,597 ",45.22
2013,Calaveras,27,Perioperative Hemorrhage or Hematoma,10 ," 37,646 ",26.56
2014,Calaveras,27,Perioperative Hemorrhage or Hematoma,9 ," 38,886 ",23.14
2015,Calaveras,27,Perioperative Hemorrhage or Hematoma,8 ," 28,698 ",27.88
2005,Colusa,27,Perioperative Hemorrhage or Hematoma,3 ," 14,456 ",20.75
2006,Colusa,27,Perioperative Hemorrhage or Hematoma,6 ," 14,677 ",40.88
2007,Colusa,27,Perioperative Hemorrhage or Hematoma,3 ," 14,837 ",20.22
2008,Colusa,27,Perioperative Hemorrhage or Hematoma,4 ," 14,891 ",26.86
2009,Colusa,27,Perioperative Hemorrhage or Hematoma,6 ," 14,960 ",40.11
2010,Colusa,27,Perioperative Hemorrhage or Hematoma,9 ," 15,117 ",59.54
2011,Colusa,27,Perioperative Hemorrhage or Hematoma,3 ," 15,206 ",19.73
2012,Colusa,27,Perioperative Hemorrhage or Hematoma,3 ," 16,676 ",17.99
2013,Colusa,27,Perioperative Hemorrhage or Hematoma,2 ," 16,775 ",11.92
2014,Colusa,27,Perioperative Hemorrhage or Hematoma,7 ," 16,640 ",42.07
2015,Colusa,27,Perioperative Hemorrhage or Hematoma,4 ," 13,258 ",30.17
2005,Contra Costa,27,Perioperative Hemorrhage or Hematoma,312 ," 744,835 ",41.89
2006,Contra Costa,27,Perioperative Hemorrhage or Hematoma,281 ," 747,747 ",37.58
2007,Contra Costa,27,Perioperative Hemorrhage or Hematoma,282 ," 755,752 ",37.31
2008,Contra Costa,27,Perioperative Hemorrhage or Hematoma,273 ," 767,612 ",35.56
2009,Contra Costa,27,Perioperative Hemorrhage or Hematoma,234 ," 780,970 ",29.96
2010,Contra Costa,27,Perioperative Hemorrhage or Hematoma,243 ," 793,960 ",30.61
2011,Contra Costa,27,Perioperative Hemorrhage or Hematoma,260 ," 808,054 ",32.18
2012,Contra Costa,27,Perioperative Hemorrhage or Hematoma,230 ," 793,369 ",28.99
2013,Contra Costa,27,Perioperative Hemorrhage or Hematoma,234 ," 808,882 ",28.93
2014,Contra Costa,27,Perioperative Hemorrhage or Hematoma,215 ," 818,959 ",26.25
2015,Contra Costa,27,Perioperative Hemorrhage or Hematoma,136 ," 620,275 ",21.93
2005,Del Norte,27,Perioperative Hemorrhage or Hematoma,2 ," 22,067 ",9.06
2006,Del Norte,27,Perioperative Hemorrhage or Hematoma,8 ," 22,056 ",36.27
2007,Del Norte,27,Perioperative Hemorrhage or Hematoma,10 ," 22,315 ",44.81
2008,Del Norte,27,Perioperative Hemorrhage or Hematoma,7 ," 22,398 ",31.25
2009,Del Norte,27,Perioperative Hemorrhage or Hematoma,5 ," 22,525 ",22.20
2010,Del Norte,27,Perioperative Hemorrhage or Hematoma,7 ," 22,507 ",31.10
2011,Del Norte,27,Perioperative Hemorrhage or Hematoma,8 ," 22,606 ",35.39
2012,Del Norte,27,Perioperative Hemorrhage or Hematoma,3 ," 23,687 ",12.67
2013,Del Norte,27,Perioperative Hemorrhage or Hematoma,2 ," 23,420 ",8.54
2014,Del Norte,27,Perioperative Hemorrhage or Hematoma,2 ," 23,656 ",8.45
2015,Del Norte,27,Perioperative Hemorrhage or Hematoma,2 ," 17,650 ",11.33
2005,El Dorado,27,Perioperative Hemorrhage or Hematoma,56 ," 132,739 ",42.19
2006,El Dorado,27,Perioperative Hemorrhage or Hematoma,65 ," 134,458 ",48.34
2007,El Dorado,27,Perioperative Hemorrhage or Hematoma,40 ," 135,852 ",29.44
2008,El Dorado,27,Perioperative Hemorrhage or Hematoma,49 ," 137,534 ",35.63
2009,El Dorado,27,Perioperative Hemorrhage or Hematoma,44 ," 139,337 ",31.58
2010,El Dorado,27,Perioperative Hemorrhage or Hematoma,57 ," 140,597 ",40.54
2011,El Dorado,27,Perioperative Hemorrhage or Hematoma,49 ," 141,461 ",34.64
2012,El Dorado,27,Perioperative Hemorrhage or Hematoma,44 ," 139,213 ",31.61
2013,El Dorado,27,Perioperative Hemorrhage or Hematoma,49 ," 140,808 ",34.80
2014,El Dorado,27,Perioperative Hemorrhage or Hematoma,59 ," 146,643 ",40.23
2015,El Dorado,27,Perioperative Hemorrhage or Hematoma,36 ," 106,572 ",33.78
2005,Fresno,27,Perioperative Hemorrhage or Hematoma,197 ," 605,300 ",32.55
2006,Fresno,27,Perioperative Hemorrhage or Hematoma,213 ," 614,966 ",34.64
2007,Fresno,27,Perioperative Hemorrhage or Hematoma,242 ," 624,332 ",38.76
2008,Fresno,27,Perioperative Hemorrhage or Hematoma,225 ," 634,600 ",35.46
2009,Fresno,27,Perioperative Hemorrhage or Hematoma,195 ," 644,386 ",30.26
2010,Fresno,27,Perioperative Hemorrhage or Hematoma,234 ," 654,204 ",35.77
2011,Fresno,27,Perioperative Hemorrhage or Hematoma,209 ," 664,750 ",31.44
2012,Fresno,27,Perioperative Hemorrhage or Hematoma,203 ," 642,666 ",31.59
2013,Fresno,27,Perioperative Hemorrhage or Hematoma,202 ," 650,435 ",31.06
2014,Fresno,27,Perioperative Hemorrhage or Hematoma,186 ," 679,486 ",27.37
2015,Fresno,27,Perioperative Hemorrhage or Hematoma,117 ," 491,442 ",23.81
2005,Glenn,27,Perioperative Hemorrhage or Hematoma,11 ," 19,553 ",56.26
2006,Glenn,27,Perioperative Hemorrhage or Hematoma,16 ," 19,729 ",81.10
2007,Glenn,27,Perioperative Hemorrhage or Hematoma,12 ," 19,842 ",60.48
2008,Glenn,27,Perioperative Hemorrhage or Hematoma,12 ," 20,067 ",59.80
2009,Glenn,27,Perioperative Hemorrhage or Hematoma,8 ," 20,155 ",39.69
2010,Glenn,27,Perioperative Hemorrhage or Hematoma,9 ," 20,313 ",44.31
2011,Glenn,27,Perioperative Hemorrhage or Hematoma,8 ," 20,400 ",39.22
2012,Glenn,27,Perioperative Hemorrhage or Hematoma,4 ," 21,643 ",18.48
2013,Glenn,27,Perioperative Hemorrhage or Hematoma,7 ," 21,703 ",32.25
2014,Glenn,27,Perioperative Hemorrhage or Hematoma,12 ," 21,574 ",55.62
2015,Glenn,27,Perioperative Hemorrhage or Hematoma,4 ," 16,846 ",23.74
2005,Humboldt,27,Perioperative Hemorrhage or Hematoma,45 ," 102,809 ",43.77
2006,Humboldt,27,Perioperative Hemorrhage or Hematoma,47 ," 103,611 ",45.36
2007,Humboldt,27,Perioperative Hemorrhage or Hematoma,45 ," 103,821 ",43.34
